,title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
645,Innovation: From Plan to Product,12918,Self-paced on your time,The University of Queensland,Tim Kastelle-Anna Jenkins-John Steen,Intermediate,Business & Management,English,English,8–10 hours per week,10,249.0
646,Introduction to Database Queries,0,Self-paced on your time,New York University,Aspen Olmsted,Introductory,Computer Science,English,English,6–8 hours per week,5,166.0
647,Climate Change: Carbon Capture and Storage,10551,Self-paced on your time,The University of Edinburgh,Mathieu Lucquiaud-Mark Wilkinson-MennatAllah Labib,Introductory,Engineering,English,English,2–3 hours per week,5,49.0
648,Reservoir Geomechanics,5280,Self-paced on your time,Stanford University,Mark D. Zoback,Introductory,Energy & Earth Sciences,English,English,3–6 hours per week,10,129.0
649,Fundamentos de administración estratégica,0,Self-paced on your time,Universidades Anáhuac,Gregorio Barcala Rubio-Mauricio De Anda Hernández,Intermediate,Business & Management,Español,Español,5–7 hours per week,5,49.0
650,IoT System Architecture: Design and Evaluation,5914,Self-paced on your time,Waseda University,Hironori Washizaki-Kenji Tei,Introductory,Computer Science,English,English,3–5 hours per week,3,99.0
651,Noongar Language and Culture,10858,Self-paced on your time,Curtin University,Marion Kickett-Simon Forrest,Introductory,Language,English,English,2–3 hours per week,6,139.0
652,Sorting Truth From Fiction: Civic Online Reasoning,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Justin Reich-Sam Wineburg,Introductory,Education & Teacher Training,English,English,2–4 hours per week,4,49.0
653,Sustainable Food Security: Food Access,18943,Self-paced on your time,Wageningen University & Research,Marrit van den Berg-Hilde Bras-Jeroen Candel-Jessica Duncan,Introductory,Social Sciences,English,English,6–8 hours per week,6,49.0
654,Bases Matemáticas: Integrales,23703,Self-paced on your time,Universitat Politècnica de Valencia,Antonio José Guirao Sánchez,Introductory,Math,Español,Español,4–5 hours per week,5,50.0
655,Epidemics II,8565,Self-paced on your time,University of Hong Kong,Gabriel M. Leung-Joseph Wu-Guan Yi-Malik Peiris,Introductory,Medicine,English,"English, 中文, 中文",2–3 hours per week,3,139.0
656,Derechos humanos: Los derechos de las personas refugiadas,28398,Self-paced on your time,Amnesty International,Amnistía Internacional,Introductory,Humanities,Español,Español,3–5 hours per week,3,49.0
657,Sign Language Science: Factors Contributing to Natural Learning,0,Self-paced on your time,Georgetown University,Ted Supalla,Introductory,Language,English,English,3–5 hours per week,4,99.0
658,Big Data Analytics,43009,Self-paced on your time,University of Adelaide,Lewis Mitchell-Simon Tuke-David Suter,Intermediate,Computer Science,English,English,8–10 hours per week,10,199.0
659,"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",6594,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,English,2–4 hours per week,7,49.0
660,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,16028,Self-paced on your time,Universitat Politècnica de Valencia,Carola Calabuig Tormo-María Ángeles Abellán López-Antonio Miguel Nogués Pedregal-Irene Belmonte Martín,Introductory,Social Sciences,Español,"English, Español",3–4 hours per week,6,25.0
661,Achieving Product-Market Fit,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",James Green,Introductory,Business & Management,English,English,2–3 hours per week,4,199.0
662,Culture and Law: The East Asian Perspective,0,Self-paced on your time,Waseda University,Maji C. Rhee,Introductory,Social Sciences,English,English,4–6 hours per week,3,49.0
663,Fundamentals of Market Structure,32049,Self-paced on your time,NYIF,Chris White,Introductory,Economics & Finance,English,English,1–2 hours per week,1,25.0
664,Protecting Children in Humanitarian Settings,7246,Self-paced on your time,Columbia University,Hanna-Tina Fischer-Mark Canavera-Michael G. Wessells,Intermediate,Social Sciences,English,English,3–5 hours per week,12,50.0
665,How to Achieve the Sustainable Development Goals,12719,Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Intermediate,Environmental Studies,English,"English, Русский",4–6 hours per week,7,49.0
666,Aprendizaje y Enseñanza en la Era Digital,16954,Self-paced on your time,Universidad Galileo,Carlos Alario-Hoyos-Rocael Hernández-Miguel Morales-Mónica De La Roca,Intermediate,Education & Teacher Training,Español,Español,4–5 hours per week,4,49.0
667,From Atoms to Stars: How Physics Explains Our World,15914,Self-paced on your time,National Research Nuclear University,Andrey S. Olchak,Intermediate,Physics,English,"English, Русский",2–3 hours per week,4,49.0
668,The Threat of Nuclear Terrorism,0,Self-paced on your time,Stanford University,William Perry,Introductory,History,English,English,1–5 hours per week,5,50.0
669,Introducción a Matemáticas para Finanzas y Negocios,0,Self-paced on your time,Tecnológico de Monterrey,Luis A. Hernández Arámburo,Advanced,Economics & Finance,Español,Español,5–8 hours per week,5,49.99
670,Ingeniería de aeropuertos: diseño del lado aire según OACI (ICAO),0,Self-paced on your time,Universitat Politècnica de Valencia,Ignacio Despujol,Intermediate,Engineering,Español,Español,4–5 hours per week,7,75.0
671,Liderazgo inclusivo,0,Self-paced on your time,Universidad Carlos III de Madrid,Carmen Paz-Aparicio-María José Sánchez Bueno-Fernando Muñoz Bullón,Intermediate,Business & Management,Español,Español,3–5 hours per week,5,29.0
672,مساق اللّغة العربيّة,0,Self-paced on your time,United Arab Emirates University,باسلة موسى جلو,Introductory,Language,اللغة العربية,اللغة العربية,3–4 hours per week,8,49.0
673,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",8330,Self-paced on your time,Delft University of Technology,Koen Bertels-Carmen G. Almudever-David Elkouss-Nader Khammassi,Intermediate,Physics,English,English,6–8 hours per week,6,79.0
674,Contemporary Issues in World Politics,11426,Self-paced on your time,Università degli Studi di Napoli Federico II,İlter Turan-Mehmet Ali Tuğtan,Introductory,Social Sciences,English,English,4–6 hours per week,7,59.0
675,More Fun with Prime Numbers,10604,Self-paced on your time,Kyoto University,Tetsushi Ito,Intermediate,Math,English,English,1–2 hours per week,5,49.0
676,Enterprise Selling,5020,Self-paced on your time,Queen’s University,Jim Hamilton,Introductory,Business & Management,English,English,4–6 hours per week,6,149.0
677,Climate Change: Financial Risks and Opportunities,9977,Self-paced on your time,Imperial College Business School-Imperial College London,Charles Donovan,Intermediate,Economics & Finance,English,English,2–10 hours per week,4,79.0
678,Caer o No caer. El Secreto de las Estructuras.,20939,Self-paced on your time,Universidad Carlos III de Madrid,Carlos Santiuste-José Fernández Sáez-Ramón Zaera-José Luis Pérez Castellanos,Introductory,Engineering,Español,Español,2–3 hours per week,8,29.0
679,Mandarin Chinese Level 2,8784,Self-paced on your time,MandarinX,Estella Chen,Introductory,Language,English,English,4–10 hours per week,6,149.0
680,Design Thinking: Prototyping and User Testing,10769,Self-paced on your time,Rochester Institute of Technology,Jennifer Englert-Melissa Dawson,Intermediate,Business & Management,English,English,8–12 hours per week,6,299.0
681,Bases Matemáticas: Derivadas,24301,Self-paced on your time,Universitat Politècnica de Valencia,Santiago Moll López-José Antonio Moraño Fernández,Introductory,Math,Español,Español,3–4 hours per week,5,50.0
682,Buscar en Internet,27320,Self-paced on your time,Universitat Politècnica de Valencia,Jaime Busquets-Ana María Checa Rubio-Ignacio Despujol,Introductory,Computer Science,Español,Español,3–4 hours per week,7,49.0
683,Big Data and Education,14909,Self-paced on your time,University of Pennsylvania,Ryan Baker,Advanced,Data Analysis & Statistics,English,English,6–12 hours per week,8,169.0
684,Model-Based Automotive Systems Engineering,13857,Instructor-led on a course schedule,Chalmers University of Technology,Jonas Fredriksson,Advanced,Engineering,English,English,10–20 hours per week,7,249.0
685,Introduction to Hyperledger Blockchain Technologies,138884,Self-paced on your time,The Linux Foundation,Alexandra Groetsema-Arianna Groetsema-Navroop Sahdev-Nathalie Salami,Introductory,Business & Management,English,English,3–4 hours per week,14,199.0
686,MathTrackX: Integral Calculus,0,Self-paced on your time,University of Adelaide,Dr Danny Stevenson-Dr Brendan Harding-Dr Melissa Humphries-Dr David Butler,Introductory,Math,English,English,3–6 hours per week,4,79.0
687,Solar Energy Engineering: Comprehensive Exams,0,Self-paced on your time,Delft University of Technology,Arno Smets-Miro Zeman-René van Swaaij-Olindo Isabella,Advanced,Engineering,English,English,4–6 hours per week,8,250.0
688,Mercados de capital y participantes claves,7210,Self-paced on your time,NYIF,Jack Farmer,Introductory,Economics & Finance,Español,Español,1–2 hours per week,2,49.0
689,Introducción al desarrollo de videojuegos con Unity,27474,Self-paced on your time,Universitat Politècnica de Valencia,Jordi Linares Pellicer,Intermediate,Computer Science,Español,Español,3–4 hours per week,6,50.0
690,Incorporating Renewable Energy in Electricity Grids,10430,Self-paced on your time,Imperial College London,Ajay Gambhir,Intermediate,Energy & Earth Sciences,English,English,2–5 hours per week,6,49.0
691,Herramientas de la Inteligencia de Negocios,24130,Self-paced on your time,Universidad Galileo,Jorge Samayoa-Preng Biba,Introductory,Data Analysis & Statistics,Español,Español,5–6 hours per week,5,49.0
692,Overview & Management of Parkinson’s Disease,0,Self-paced on your time,Salisbury University-University System of Maryland,Mary DiBartolo,Intermediate,Medicine,English,English,2–3 hours per week,5,49.0
693,Conociendo los costos,0,Self-paced on your time,Universidades Anáhuac,Laura Avila Rodríguez-Lourdes Rojas Cataño,Intermediate,Economics & Finance,Español,Español,5–7 hours per week,5,49.0
694,Sprint Planning for Faster Agile Team Delivery,10654,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,English,2–3 hours per week,4,199.0
695,Introduction to Water and Climate,36320,Self-paced on your time,Delft University of Technology,Caroline Katsman-Herman Russchenberg-Hubert Savenije-Marcel Stive,Intermediate,Engineering,English,English,6–8 hours per week,10,50.0
696,The Medieval Icelandic Sagas,11176,Self-paced on your time,The University of Iceland,Hjalti Snær Ægisson-Beth Rogers,Intermediate,Humanities,English,English,2–3 hours per week,6,50.0
697,Visual Presentation,0,Self-paced on your time,Rochester Institute of Technology,Lori Marra,Introductory,Communication,English,English,4–6 hours per week,3,199.0
698,Community Engagement: Collaborating for Change,11818,Self-paced on your time,The University of Michigan,Community Engagement Course Team,Introductory,Social Sciences,English,English,2–4 hours per week,6,49.0
699,Introducción al Internet de las Cosas (IoT),6322,Self-paced on your time,Universitat Politècnica de Valencia,Leopoldo Armesto Ángel,Introductory,Electronics,Español,Español,5–6 hours per week,6,50.0
700,"Proteins: Alignment, Analysis and Structure",23560,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,James Coker,Advanced,Biology & Life Sciences,English,English,8–10 hours per week,8,249.0
701,AI Applications with Watson,9173,Self-paced on your time,IBM,Rav Ahuja,Intermediate,Computer Science,English,English,2–4 hours per week,3,99.0
702,Data Analytics and Visualization in Health Care,7304,Self-paced on your time,Rochester Institute of Technology,Travis Masonis-Matthew Phillips-Jodi Lubba-Johnny Brown,Advanced,Data Analysis & Statistics,English,English,8–10 hours per week,8,249.0
703,Question Everything: Scientific Thinking in Real Life,34279,Self-paced on your time,The University of Queensland,Noël Chan-Scott Jones-Derek McDowall-Anthony Mewing,Introductory,Math,English,English,2–4 hours per week,8,59.0
704,Introduction to Lifestyle Medicine,9002,Self-paced on your time,Doane University,"Amanda McKinney, MD, FACLM",Introductory,Biology & Life Sciences,English,English,5–10 hours per week,8,79.0
705,"Social Work Practice with Individuals, Families, and Small Groups",16134,Self-paced on your time,The University of Michigan,Mary Ruffolo,Advanced,Social Sciences,English,English,8–10 hours per week,8,199.0
706,Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,6938,Self-paced on your time,Tsinghua University,Ying Qiu-Bogen Song-Shuang Chao-Fei Wang,Introductory,Medicine,中文,"English, 中文",1–3 hours per week,10,49.0
